pref_id;pref_name;year;month;year_month;date;n_m;n_f;n_total;ln_ratio_mf;;u_rate;n_ei_insured;n_care_need_2to5;n_ltc_facility_users;share_75plus;z_u_rate;z_ln_ei;z_ln_need;z_ln_fac;z_oldshare75;moy;t_index;ln_ei;ln_need;ln_fac
26;Kyoto;2016;10;201610;2016-10-01;2;15;17;-1.82454929205105;;2.5;724771;79199;21096;0.135;-0.198085746042444;0.334274268091789;0.562828560217483;0.457671739340363;-0.595104414659742;10;2;13.4936110218729;11.2797189514602;9.95683872803312
27;Osaka;2016;10;201610;2016-10-01;20;51;71;-0.921156921525328;;3.5;3444670;239130;50077;0.126;1.18888335101453;2.18487563385107;2.23787590312728;1.84964267667188;-1.02958841448899;10;2;15.0523386668402;12.3847626160901;10.8213170998263
28;Hyogo;2016;10;201610;2016-10-01;4;25;29;-1.73460105538811;;3;1342281;136239;37769;0.133;0.495398802486044;1.06594153495337;1.38508063501884;1.39545243381363;-0.691656414621798;10;2;14.1098809635666;11.8221659753214;10.5392439393168
29;Nara;2016;10;201610;2016-10-01;0;14;14;-3.36729582998647;;2.8;234002;37818;10936;0.141;0.218004983074649;-1.00794424934312;-0.557633019533519;-0.600258033888302;-0.305448414773577;10;2;12.3630849413119;10.5405404587412;9.29981537840379
30;Wakayama;2016;10;201610;2016-10-01;0;3;3;-1.94591014905531;;2;232799;34292;9282;0.161;-0.891570294570933;-1.0140636296864;-0.70599101010256;-0.864301252593893;0.660071584846978;10;2;12.3579306992975;10.4426673697986;9.13583231980112
31;Tottori;2016;10;201610;2016-10-01;0;5;5;-2.39789527279837;;1.7;158719;19606;6147;0.161;-1.30766102368803;-1.46882844527116;-1.55345030091346;-1.52787963073029;0.660071584846978;10;2;11.9748906220956;9.88359092082167;8.72371943690701
32;Shimane;2016;10;201610;2016-10-01;0;8;8;-2.83321334405622;;0.6;200834;25529;8015;0.18;-2.8333270304507;-1.18941675199812;-1.15330500475649;-1.10061577472113;1.5773155844865;10;2;12.2102339751754;10.147570339864;8.98907006504365
33;Okayama;2016;10;201610;2016-10-01;2;8;10;-1.22377543162212;;2.2;574444;59534;16375;0.147;-0.614176475159537;0.0582940000729706;0.13018912150945;0.0497670857030048;-0.0157924148874103;10;2;13.2611578954537;10.994302856902;9.70351106050345
34;Hiroshima;2016;10;201610;2016-10-01;4;20;24;-1.51634748936809;;2.5;971561;75916;21366;0.137;-0.198085746042444;0.682196248475403;0.498654489409518;0.478149157678777;-0.498552414697687;10;2;13.7866593353292;11.2373827448568;9.96955615250583
35;Yamaguchi;2016;10;201610;2016-10-01;2;7;9;-1.09861228866811;;2.1;392323;43565;12818;0.167;-0.752873384865235;-0.394425251837212;-0.343191630648117;-0.34457606798099;0.949727584733145;10;2;12.8798407590796;10.6820093546654;9.45860571206417
36;Tokushima;2016;10;201610;2016-10-01;0;8;8;-2.83321334405622;;2.7;197739;26399;8073;0.164;0.0793080733689514;-1.2078556152385;-1.10250825331145;-1.08900573117134;0.804899584790062;10;2;12.1947032582926;10.1810814096291;8.99628043939502
37;Kagawa;2016;10;201610;2016-10-01;1;7;8;-1.6094379124341;;2.7;312653;30003;9134;0.153;0.0793080733689514;-0.663921233481037;-0.908526872784786;-0.890182296546492;0.273863584998756;10;2;12.6528492283436;10.3090526556446;9.11975899374495
38;Ehime;2016;10;201610;2016-10-01;1;5;6;-1.29928298413026;;2.6;392401;45941;11950;0.161;-0.0593888363367464;-0.394189231022635;-0.262695691178592;-0.45748094644137;0.660071584846978;10;2;12.8800395550901;10.735113243529;9.38848655735966
39;Kochi;2016;10;201610;2016-10-01;1;4;5;-1.09861228866811;;3;192833;25514;8073;0.176;0.495398802486044;-1.2376834629379;-1.15419591247757;-1.08900573117134;1.38421158456239;10;2;12.1695798083378;10.1469826000982;8.99628043939502
40;Fukuoka;2016;10;201610;2016-10-01;9;25;34;-0.987386653557885;;3.3;1628847;123941;36499;0.129;0.911489531603137;1.29567702530509;1.24167640276982;1.34037795947703;-0.884760414545909;10;2;14.3033829605212;11.7275609249038;10.505040141935
41;Saga;2016;10;201610;2016-10-01;0;5;5;-2.39789527279837;;1.6;231702;21037;6770;0.149;-1.44635793339372;-1.01967144132662;-1.44666509800855;-1.37243722299539;0.0807595850746452;10;2;12.3532073422347;9.95403807113403;8.82025636590632
42;Nagasaki;2016;10;201610;2016-10-01;1;6;7;-1.46633706879343;;2.5;358959;42591;11796;0.159;-0.198085746042444;-0.499944943605306;-0.377466008075086;-0.478366326247629;0.563519584884923;10;2;12.7909634548203;10.6593982423317;9.37551576993517
43;Kumamoto;2016;10;201610;2016-10-01;0;18;18;-3.61091791264422;;2.5;465886;55292;15766;0.157;-0.198085746042444;-0.190389605512907;0.0181406957980332;-0.0112590570097297;0.466967584922867;10;2;13.0516962479866;10.9203835115842;9.66561100161985
44;Oita;2016;10;201610;2016-10-01;2;3;5;-0.336472236621213;;2.9;324435;33466;9857;0.162;0.356701892780346;-0.62000331503113;-0.742949875143708;-0.767521312275577;0.708347584828006;10;2;12.6898404868955;10.4182852770545;9.19593714166544
45;Miyazaki;2016;10;201610;2016-10-01;3;1;4;0.847297860387204;;2;287141;32391;9274;0.159;-0.891570294570933;-0.764980731872212;-0.792440477608993;-0.86568964324719;0.563519584884923;10;2;12.5677286632973;10.3856358854153;9.13497006495141
46;Kagoshima;2016;10;201610;2016-10-01;2;14;16;-1.75785791755237;;2.9;444182;52785;16394;0.164;0.356701892780346;-0.247029303664238;-0.0521951328195128;0.0516343100111009;0.804899584790062;10;2;13.0039896673342;10.8739823384238;9.70467069321298
47;Okinawa;2016;10;201610;2016-10-01;4;17;21;-1.35812348415319;;3.5;398127;33748;8706;0.104;1.18888335101453;-0.376989790581134;-0.730230389254908;-0.96745716835125;-2.0916604140716;10;2;12.8945263288438;10.4266764352855;9.07176772211224
1;Hokkaido;2016;11;201611;2016-11-01;5;22;27;-1.40876721697195;;3.3;1504332;145329;42270;0.148;0.911489531603137;1.20126270085866;1.4829866052825;1.57674158723355;0.0324835850936174;11;2;14.2238595038123;11.8867554167048;10.6518328935608
2;Aomori;2016;11;201611;2016-11-01;1;8;9;-1.73460105538811;;3.1;353464;45554;11424;0.158;0.634095712191742;-0.51826011611207;-0.275518815015446;-0.529963262601425;0.515243584903895;11;2;12.7755369203775;10.7266537144198;9.34347168457936
3;Iwate;2016;11;201611;2016-11-01;2;7;9;-1.09861228866811;;2.1;363553;43807;13200;0.166;-0.752873384865235;-0.484846769987074;-0.334794675327304;-0.297290708612556;0.901451584752117;11;2;12.803680370004;10.6875489009467;9.48797210857446
4;Miyagi;2016;11;201611;2016-11-01;4;13;17;-1.09861228866811;;2.9;708224;57674;16742;0.132;0.356701892780346;0.30685432611426;0.0820753067057986;0.0854564561225777;-0.739932414602825;11;2;13.4705157068177;10.9625617443567;9.72567581122
5;Akita;2016;11;201611;2016-11-01;1;6;7;-1.46633706879343;;2.6;284226;41969;12231;0.188;-0.0593888363367464;-0.777095073302063;-0.399766317352839;-0.420056305323397;1.96352358433473;11;2;12.5575249753305;10.644686529501;9.41172899148736
6;Yamagata;2016;11;201611;2016-11-01;0;10;10;-3.04452243772342;;1.7;319523;38732;11746;0.172;-1.30766102368803;-0.638115960000461;-0.521433793694935;-0.485205967660767;1.19110758463828;11;2;12.6745845376892;10.5644214107314;9.37126803608247
7;Fukushima;2016;11;201611;2016-11-01;3;8;11;-0.887303195000903;;2.4;567565;61626;18109;0.153;-0.336782655748142;0.0439907849135044;0.182539909445306;0.211837569113576;0.273863584998756;11;2;13.2491105592237;11.0288391383939;9.80416433124134
8;Ibaraki;2016;11;201611;2016-11-01;4;17;21;-1.35812348415319;;2.5;759168;71746;23862;0.13;-0.198085746042444;0.389323967572045;0.413017687085507;0.656052746474085;-0.836484414564881;11;2;13.5399783757583;11.1808873829389;10.0800425144357
9;Tochigi;2016;11;201611;2016-11-01;0;7;7;-2.70805020110221;;2.2;549750;46656;13019;0.126;-0.614176475159537;0.00612738220183252;-0.239286015341835;-0.319522547258012;-1.02958841448899;11;2;13.217218908417;10.7505568153683;9.4741651078974
10;Gunma;2016;11;201611;2016-11-01;4;6;10;-0.367724780125317;;2.3;584003;52843;15978;0.137;-0.47547956545384;0.0778878052515023;-0.0505304686824918;0.0102482828829158;-0.498552414697687;11;2;13.2776613987835;10.8750805321949;9.67896805504199
11;Saitama;2016;11;201611;2016-11-01;7;21;28;-1.05314991459135;;2.9;1430062;144757;43216;0.113;0.356701892780346;1.14115080895474;1.47700872153562;1.61238012690825;-1.65717641424235;11;2;14.1732283579396;11.882811753506;10.6739660760324
12;Chiba;2016;11;201611;2016-11-01;9;24;33;-0.947381318944186;;2.8;1148604;134722;36414;0.12;0.218004983074649;0.880940346396153;1.36810754264349;1.33662373543919;-1.31924441437516;11;2;13.9540578499067;11.8109686749717;10.5027085950639
13;Tokyo;2016;11;201611;2016-11-01;78;167;245;-0.757884726476758;;3.3;9592406;298137;71983;0.112;0.911489531603137;3.40079145826426;2.57218361125284;2.43392789206348;-1.70545241422338;11;2;16.0764823017328;12.605308391387;11.1841852590085
14;Kanagawa;2016;11;201611;2016-11-01;17;49;66;-1.03977178864518;;2.9;2096670;204657;51797;0.114;0.356701892780346;1.5954318133464;2.0019052703975;1.90401931944598;-1.60890041426132;11;2;14.5558609298324;12.2290906860754;10.8550875115125
15;Niigata;2016;11;201611;2016-11-01;6;20;26;-1.14862270924277;;2.6;714116;77630;26125;0.16;-0.0593888363367464;0.316690686558912;0.532497422324439;0.801944409982997;0.611795584865951;11;2;13.4788006931117;11.2597092293997;10.1706479892671
16;Toyama;2016;11;201611;2016-11-01;1;3;4;-0.847297860387204;;2.1;360086;34906;11366;0.155;-0.752873384865235;-0.496223248107781;-0.679090292238648;-0.538159049115833;0.370415584960812;11;2;12.7940981707918;10.4604140131848;9.33838172185707
17;Ishikawa;2016;11;201611;2016-11-01;2;4;6;-0.587786664902119;;2;369208;31554;10795;0.137;-0.891570294570933;-0.466521451941311;-0.832125014251216;-0.621153474185369;-0.498552414697687;11;2;12.8191154498484;10.3594556428174;9.28683834294891
18;Fukui;2016;11;201611;2016-11-01;0;4;4;-2.19722457733622;;1.4;250735;24148;7862;0.151;-1.72375175280512;-0.925944434976346;-1.23760506302474;-1.13165011096667;0.177311585036701;11;2;12.4321518834965;10.0919568399163;8.96979630598181
19;Yamanashi;2016;11;201611;2016-11-01;0;2;2;-1.6094379124341;;2.4;209983;25923;6556;0.149;-0.336782655748142;-1.13652722653287;-1.130089395107;-1.42415708205128;0.0807595850746452;11;2;12.2547818540418;10.1628858845095;8.78813593986372
20;Nagano;2016;11;201611;2016-11-01;1;12;13;-2.12026353620009;;2.3;608241;61270;19373;0.161;-0.47547956545384;0.126167455292163;0.173757956457809;0.320478895973471;0.660071584846978;11;2;13.3183264639888;11.0230456057197;9.87163562308695
21;Gifu;2016;11;201611;2016-11-01;2;5;7;-0.78845736036427;;2.1;571758;55080;16400;0.141;-0.752873384865235;0.0527296008992856;0.0123175840343913;0.0522235102227385;-0.305448414773577;11;2;13.2564711039166;10.9165419528426;9.70503661381229
22;Shizuoka;2016;11;201611;2016-11-01;7;20;27;-1.0055218656021;;2.4;1122154;87933;30182;0.14;-0.336782655748142;0.853280669534341;0.721400751757342;1.03437959988391;-0.353724414754603;11;2;13.9307606105481;11.3843304398395;10.3150009991785
23;Aichi;2016;11;201611;2016-11-01;11;30;41;-0.975379648244162;;2.4;2735759;147861;40809;0.113;-0.336782655748142;1.91131015016617;1.50916861548943;1.52010334557471;-1.65717641424235;11;2;14.8219194690496;11.9040279222426;10.6166579243015
24;Mie;2016;11;201611;2016-11-01;3;9;12;-0.998528830111127;;2;475753;51986;15635;0.142;-0.891570294570933;-0.165507379951361;-0.0753153416557898;-0.0246940166953644;-0.257172414792549;11;2;13.0726540909714;10.8587297305452;9.65726726989194
25;Shiga;2016;11;201611;2016-11-01;5;9;14;-0.54654370636807;;2.4;369744;32960;8700;0.117;-0.336782655748142;-0.464799102482134;-0.766043837787041;-0.968567258681603;-1.46407241431824;11;2;12.8205661532609;10.4030499840234;9.07107830464268
26;Kyoto;2016;11;201611;2016-11-01;4;19;23;-1.46633706879343;;2.5;726496;79215;21244;0.135;-0.198085746042444;0.337096642463727;0.563134759428177;0.468928635549233;-0.595104414659742;11;2;13.4959882561274;11.2799209538091;9.96382978154229
27;Osaka;2016;11;201611;2016-11-01;24;48;72;-0.682890680392756;;3.5;3451590;239399;50565;0.126;1.18888335101453;2.18725831127336;2.23958010762225;1.86525796466278;-1.02958841448899;11;2;15.054345552405;12.3858868949878;10.8310149163363
28;Hyogo;2016;11;201611;2016-11-01;12;27;39;-0.78845736036427;;3;1344225;136168;38125;0.133;0.495398802486044;1.06765976439999;1.3842904701113;1.41055851350956;-0.691656414621798;11;2;14.1113281967679;11.8216446964878;10.5486255139097
29;Nara;2016;11;201611;2016-11-01;1;7;8;-1.6094379124341;;2.8;234598;37906;11052;0.141;0.218004983074649;-1.00492418048041;-0.554109903363103;-0.583268466463273;-0.305448414773577;11;2;12.365628690016;10.5428646898862;9.31036668604331
30;Wakayama;2016;11;201611;2016-11-01;1;7;8;-1.6094379124341;;2;232897;34165;9353;0.161;-0.891570294570933;-1.01356394480386;-0.7116152520996;-0.852031463875986;0.660071584846978;11;2;12.3583515747246;10.4389570072149;9.14345242643455
31;Tottori;2016;11;201611;2016-11-01;0;5;5;-2.39789527279837;;1.7;158904;19568;6157;0.161;-1.30766102368803;-1.46744541250235;-1.55639108714742;-1.52526229276713;0.660071584846978;11;2;11.9760555252728;9.88165085792695;8.72534492491121
32;Shimane;2016;11;201611;2016-11-01;0;5;5;-2.39789527279837;;0.6;201226;25534;8036;0.18;-2.8333270304507;-1.18710166150061;-1.15300815183856;-1.09640246409104;1.5773155844865;11;2;12.212183933511;10.1477661763803;8.99168672593483
33;Okayama;2016;11;201611;2016-11-01;4;14;18;-1.17007125265025;;2.2;575896;59417;16605;0.147;-0.614176475159537;0.0612911830796586;0.127207204534609;0.0722260775172132;-0.0157924148874103;11;2;13.2636823678204;10.9923356596909;9.71745913381085
34;Hiroshima;2016;11;201611;2016-11-01;3;22;25;-1.86075234071501;;2.5;972472;75848;21550;0.137;-0.198085746042444;0.683308972364467;0.497296120227179;0.491956410550579;-0.498552414697687;11;2;13.7875965622865;11.2364866165978;9.97813109553189
35;Yamaguchi;2016;11;201611;2016-11-01;2;8;10;-1.22377543162212;;2.1;392943;43495;12861;0.167;-0.752873384865235;-0.392550483449804;-0.345629200746019;-0.33918348563649;0.949727584733145;11;2;12.8814198421644;10.6804012679416;9.46195475526609
36;Tokushima;2016;11;201611;2016-11-01;2;4;6;-0.587786664902119;;2.7;197911;26378;8299;0.164;0.0793080733689514;-1.20682335323842;-1.10371454479178;-1.04454871385221;0.804899584790062;11;2;12.195572713674;10.1802856083858;9.02389030459845
37;Kagawa;2016;11;201611;2016-11-01;3;4;7;-0.251314428280906;;2.7;312924;30026;9262;0.153;0.0793080733689514;-0.662892598756602;-0.907365305447174;-0.867774476460852;0.273863584998756;11;2;12.6537156285372;10.3098189519723;9.1336752870407
38;Ehime;2016;11;201611;2016-11-01;0;11;11;-3.13549421592915;;2.6;392840;45908;12065;0.161;-0.0593888363367464;-0.392861731926365;-0.26378491509612;-0.442059518094223;0.660071584846978;11;2;12.8811576832717;10.7343946728006;9.39806397805913
39;Kochi;2016;11;201611;2016-11-01;0;9;9;-2.94443897916644;;3;193645;25504;8164;0.176;0.495398802486044;-1.23269456605681;-1.15479014199239;-1.07095702062458;1.38421158456239;11;2;12.1737818648316;10.1465905815899;9.00748952392973
40;Fukuoka;2016;11;201611;2016-11-01;8;35;43;-1.4294665329851;;3.3;1633884;124173;36968;0.129;0.911489531603137;1.29934278222134;1.24451115094267;1.36093650887453;-0.884760414545909;11;2;14.30647056045;11.7294310335443;10.5178079525501
41;Saga;2016;11;201611;2016-11-01;2;4;6;-0.587786664902119;;1.6;231927;21018;6758;0.149;-1.44635793339372;-1.01851909082554;-1.44803476073158;-1.37529385170514;0.0807595850746452;11;2;12.3541779459617;9.95313449242554;8.81848226727424
42;Nagasaki;2016;11;201611;2016-11-01;1;9;10;-1.84582669049833;;2.5;359642;42534;11828;0.159;-0.198085746042444;-0.497688078231976;-0.379496005273561;-0.474004153690359;0.563519584884923;11;2;12.7928643711999;10.6580590350831;9.37822488097237
43;Kumamoto;2016;11;201611;2016-11-01;3;9;12;-0.998528830111127;;2.5;468019;55680;15899;0.157;-0.198085746042444;-0.184966331522049;0.0287404971171302;0.00226729651050115;0.466967584922867;11;2;13.0562641723663;10.9273762950083;9.67401149314871
44;Oita;2016;11;201611;2016-11-01;0;4;4;-2.19722457733622;;2.9;324676;33329;10066;0.162;0.356701892780346;-0.619121716760194;-0.749167934520878;-0.733737122008841;0.708347584828006;11;2;12.6905830409766;10.4141831678514;9.2169186873363
45;Miyazaki;2016;11;201611;2016-11-01;1;5;6;-1.29928298413026;;2;287743;32352;9491;0.159;-0.891570294570933;-0.7624942284322;-0.794266682421815;-0.828447337894459;0.563519584884923;11;2;12.5698229996158;10.3844311218202;9.15809926013049
46;Kagoshima;2016;11;201611;2016-11-01;2;14;16;-1.75785791755237;;2.9;445106;52809;16558;0.164;0.356701892780346;-0.244562115167048;-0.0515060845435687;0.0676620277745646;0.804899584790062;11;2;13.0060677350299;10.8744369097141;9.71462464769875
47;Okinawa;2016;11;201611;2016-11-01;5;8;13;-0.435318071257846;;3.5;398814;33798;8762;0.104;1.18888335101453;-0.37494285907683;-0.727986258844802;-0.957133064539169;-2.0916604140716;11;2;12.8962504217696;10.4281569081228;9.07817946837384
1;Hokkaido;2016;12;201612;2016-12-01;3;19;22;-1.71765149707433;;3.3;1483946;145599;42251;0.148;0.911489531603137;1.18506361915608;1.4858001641767;1.5760176598365;0.0324835850936174;12;2;14.2102153139072;11.8886115465893;10.6513833011443
2;Aomori;2016;12;201612;2016-12-01;1;6;7;-1.46633706879343;;3.1;349793;45518;11367;0.158;0.634095712191742;-0.530655126684214;-0.276717197056912;-0.538017388449714;0.515243584903895;12;2;12.7650968299313;10.7258631311039;9.33846969968671
3;Iwate;2016;12;201612;2016-12-01;2;8;10;-1.22377543162212;;2.1;363302;43627;13255;0.166;-0.752873384865235;-0.48566674117515;-0.341035908587921;-0.290595539047976;0.901451584752117;12;2;12.8029897232864;10.6834315037261;9.49213011872313
4;Miyagi;2016;12;201612;2016-12-01;2;13;15;-1.68639895357023;;2.9;709820;57482;16690;0.132;0.356701892780346;0.309526815566568;0.0770206379212829;0.0804474983897395;-0.739932414602825;12;2;13.4727666957488;10.9592271342988;9.72256501665588
5;Akita;2016;12;201612;2016-12-01;1;6;7;-1.46633706879343;;2.6;283352;41882;12269;0.188;-0.0593888363367464;-0.780751516731409;-0.40291181094666;-0.415061438747032;1.96352358433473;12;2;12.5544452199812;10.6426114193361;9.41483103479118
6;Yamagata;2016;12;201612;2016-12-01;1;5;6;-1.29928298413026;;1.7;319331;38664;11770;0.172;-1.30766102368803;-0.638829588621188;-0.524097388452256;-0.48191931376837;1.19110758463828;12;2;12.6739834613688;10.5626642135249;9.37330920025432
7;Fukushima;2016;12;201612;2016-12-01;3;16;19;-1.55059741241117;;2.4;567248;61512;18028;0.153;-0.336782655748142;0.0433274885637413;0.17973324480786;0.204619190099282;0.273863584998756;12;2;13.2485518768536;11.026987556712;9.79968138381054
8;Ibaraki;2016;12;201612;2016-12-01;2;18;20;-2.00148000021012;;2.5;760455;71621;23852;0.13;-0.198085746042444;0.3913349831217;0.410374435092287;0.655377814175818;-0.836484414564881;12;2;13.5416722173331;11.1791436060352;10.079623350243
9;Tochigi;2016;12;201612;2016-12-01;1;8;9;-1.73460105538811;;2.2;550107;46446;13034;0.126;-0.614176475159537;0.00689811642621486;-0.246124165979445;-0.317668419742961;-1.02958841448899;12;2;13.2178680837417;10.7460456264328;9.47531660689233
10;Gunma;2016;12;201612;2016-12-01;2;9;11;-1.33500106673234;;2.3;583974;52786;15896;0.137;-0.47547956545384;0.0778288481202499;-0.0521664162202576;0.00196344006165475;-0.498552414697687;12;2;13.2776117402714;10.8740012830203;9.67382278423165
11;Saitama;2016;12;201612;2016-12-01;10;27;37;-0.962810747509048;;2.9;1432657;144554;43112;0.113;0.356701892780346;1.14330325065254;1.47488151917803;1.60850051841751;-1.65717641424235;12;2;14.1750413201694;11.8814084191474;10.6715566596133
12;Chiba;2016;12;201612;2016-12-01;9;21;30;-0.816761136527122;;2.8;1150981;134740;36386;0.12;0.218004983074649;0.883394786878386;1.36831005550942;1.33538513079319;-1.31924441437516;12;2;13.9561251801829;11.8111022745147;10.5019393642567
13;Tokyo;2016;12;201612;2016-12-01;67;157;224;-0.847297860387204;;3.3;9605678;298231;72350;0.112;0.911489531603137;3.40243299720928;2.57266146078827;2.44211644937246;-1.70545241422338;12;2;16.0778649399289;12.6056236329854;11.1892707320596
14;Kanagawa;2016;12;201612;2016-12-01;11;31;42;-1.00764051046238;;2.9;2097632;204651;52107;0.114;0.356701892780346;1.59597642636445;2.00186082992577;1.91362740246109;-1.60890041426132;12;2;14.5563196474053;12.2290613683;10.8610545757221
15;Niigata;2016;12;201612;2016-12-01;8;12;20;-0.385662480811985;;2.6;712132;77590;25956;0.16;-0.0593888363367464;0.313387603187856;0.531716172442464;0.791494442339131;0.611795584865951;12;2;13.4760185664693;11.259193831888;10.1641580757411
16;Toyama;2016;12;201612;2016-12-01;1;10;11;-1.94591014905531;;2.1;359004;34792;11354;0.155;-0.752873384865235;-0.499796116139483;-0.684048932078904;-0.53985994993639;0.370415584960812;12;2;12.7910888094696;10.4571427542775;9.33732538373067
17;Ishikawa;2016;12;201612;2016-12-01;0;5;5;-2.39789527279837;;2;369066;31506;10786;0.137;-0.891570294570933;-0.466978164981401;-0.834432637988909;-0.622496477242107;-0.498552414697687;12;2;12.8187307688174;10.3579332828659;9.28600427589717
18;Fukui;2016;12;201612;2016-12-01;2;9;11;-1.33500106673234;;1.4;250662;24156;7815;0.151;-1.72375175280512;-0.926290146429902;-1.2371029695952;-1.1413048876302;0.177311585036701;12;2;12.4318606970693;10.0922880754278;8.96380024285558
19;Yamanashi;2016;12;201612;2016-12-01;2;4;6;-0.587786664902119;;2.4;210120;25958;6529;0.149;-0.336782655748142;-1.13575287629566;-1.12804418742802;-1.43080210805554;0.0807595850746452;12;2;12.2554340750679;10.1642351262477;8.78400907118663
20;Nagano;2016;12;201612;2016-12-01;3;7;10;-0.762140052046897;;2.3;607767;61040;19433;0.161;-0.47547956545384;0.125241874001008;0.168057048560904;0.325458086542454;0.660071584846978;12;2;13.3175468638151;11.0192846659583;9.8747279308647
21;Gifu;2016;12;201612;2016-12-01;3;7;10;-0.762140052046897;;2.1;571747;54961;16426;0.141;-0.752873384865235;0.05270675926082;0.00903912134757459;0.0547742226899943;-0.305448414773577;12;2;13.2564518648227;10.9143791217817;9.70662072430014
22;Shizuoka;2016;12;201612;2016-12-01;8;15;23;-0.60077386042893;;2.4;1123001;87757;30352;0.14;-0.336782655748142;0.854176466811405;0.718363761398956;1.04342352009043;-0.353724414754603;12;2;13.9315151241921;11.3823269102263;10.3206176921748
23;Aichi;2016;12;201612;2016-12-01;14;30;44;-0.743578034186837;;2.4;2738950;147825;40797;0.113;-0.336782655748142;1.91269415768529;1.5087995109524;1.51962979628509;-1.65717641424235;12;2;14.8230851932411;11.903784420689;10.6163638282771
24;Mie;2016;12;201612;2016-12-01;4;12;16;-1.02165124753198;;2;476391;51866;15602;0.142;-0.891570294570933;-0.163916304611069;-0.0788183745670033;-0.0280961459946575;-0.257172414792549;12;2;13.0739942245972;10.8564187485053;9.65515439014826
25;Shiga;2016;12;201612;2016-12-01;3;8;11;-0.887303195000903;;2.4;370702;32928;8643;0.117;-0.336782655748142;-0.461726934234975;-0.767516222604065;-0.979151463284513;-1.46407241431824;12;2;12.8231537843225;10.4020786386338;9.06450502375264
26;Kyoto;2016;12;201612;2016-12-01;2;16;18;-1.88706964903238;;2.5;726577;79287;21285;0.135;-0.198085746042444;0.337229006567161;0.564511890960937;0.472033229818012;-0.595104414659742;12;2;13.496099743988;11.280829459758;9.96575787826225
27;Osaka;2016;12;201612;2016-12-01;19;59;78;-1.11556184698188;;3.5;3455735;239676;50624;0.126;1.18888335101453;2.1886832209388;2.24133299475109;1.86713565853127;-1.02958841448899;12;2;15.0555457277254;12.3870432902532;10.8321810511273
28;Hyogo;2016;12;201612;2016-12-01;5;21;26;-1.36330484289519;;3;1346159;135893;38144;0.133;0.495398802486044;1.06936669124679;1.38122607899532;1.41136076695147;-0.691656414621798;12;2;14.1127659099963;11.8196230903505;10.549123750425
29;Nara;2016;12;201612;2016-12-01;2;0;2;1.6094379124341;;2.8;234771;37949;11101;0.141;0.218004983074649;-1.0040489864311;-0.552391354312168;-0.576145346278181;-0.305448414773577;12;2;12.3663658499385;10.5439984320155;9.31479047333265
30;Wakayama;2016;12;201612;2016-12-01;0;4;4;-2.19722457733622;;2;233013;34145;9346;0.161;-0.891570294570933;-1.01297275273072;-0.712502864509646;-0.853237015215558;0.660071584846978;12;2;12.3588495249828;10.4383714413952;9.14270372326037
31;Tottori;2016;12;201612;2016-12-01;3;3;6;0 ;;1.7;158987;19556;6103;0.161;-1.30766102368803;-1.46682543988847;-1.55732094305018;-1.53944673063848;0.660071584846978;12;2;11.9765777168535;9.88103742369854;8.7165357325445
32;Shimane;2016;12;201612;2016-12-01;2;3;5;-0.336472236621213;;0.6;201381;25487;7991;0.18;-2.8333270304507;-1.18618749977507;-1.15580086709305;-1.10544452544102;1.5773155844865;12;2;12.2129539151937;10.1459237972307;8.98607118737446
33;Okayama;2016;12;201612;2016-12-01;5;9;14;-0.54654370636807;;2.2;576813;59351;16563;0.147;-0.614176475159537;0.0631801414172533;0.125522506070469;0.0681481803583154;-0.0157924148874103;12;2;13.2652734028404;10.9912242490955;9.71492657095216
34;Hiroshima;2016;12;201612;2016-12-01;5;21;26;-1.36330484289519;;2.5;973750;75681;21491;0.137;-0.198085746042444;0.684868205928461;0.493954950539115;0.487541967058666;-0.498552414697687;12;2;13.7889098761671;11.2342824171691;9.97538952182521
35;Yamaguchi;2016;12;201612;2016-12-01;0;7;7;-2.70805020110221;;2.1;393258;43388;12837;0.167;-0.752873384865235;-0.391599113080197;-0.34936279252676;-0.342191071774326;0.949727584733145;12;2;12.8822211640067;10.6779381841601;9.46008690508493
36;Tokushima;2016;12;201612;2016-12-01;0;13;13;-3.29583686600433;;2.7;198014;26285;8290;0.164;0.0793080733689514;-1.20620562572494;-1.10906826224759;-1.04629585654501;0.804899584790062;12;2;12.1960930142478;10.1767537132535;9.02280524812934
37;Kagawa;2016;12;201612;2016-12-01;6;8;14;-0.268263986594679;;2.7;313292;29965;9278;0.153;0.0793080733689514;-0.661497206383302;-0.910447936338935;-0.864995298277225;0.273863584998756;12;2;12.6548909419829;10.3077853128923;9.13540128531169
38;Ehime;2016;12;201612;2016-12-01;1;5;6;-1.29928298413026;;2.6;393469;45786;11996;0.161;-0.0593888363367464;-0.390962272034749;-0.267818552089124;-0.451294640144884;0.660071584846978;12;2;12.8827575635584;10.7317336465177;9.3923285398689
39;Kochi;2016;12;201612;2016-12-01;1;4;5;-1.09861228866811;;3;193823;25425;8146;0.176;0.495398802486044;-1.23160373667348;-1.15949276250296;-1.07451108059444;1.38421158456239;12;2;12.1747006504476;10.1434882209168;9.00528228820836
40;Fukuoka;2016;12;201612;2016-12-01;7;29;36;-1.36948724280351;;3.3;1638295;124102;37034;0.129;0.911489531603137;1.30254368809781;1.24364418305238;1.36380865561553;-0.884760414545909;12;2;14.3091666248596;11.7288590870983;10.5195916885978
